,True Classes,Predicted Classes
5585,Bag,Bag
5586,T-shirt/top,T-shirt/top
5587,Shirt,Coat
5588,Sandal,Dress
5589,Bag,Dress
5590,Trouser,Dress
5591,Pullover,Coat
5592,Dress,Bag
5593,Pullover,Pullover
5594,T-shirt/top,T-shirt/top
5595,Shirt,Bag
5596,Dress,Coat
5597,Pullover,Coat
5598,Sandal,Ankle boot
5599,Ankle boot,Ankle boot
5600,Pullover,Coat
5601,Coat,Coat
5602,Ankle boot,Sandal
5603,Sneaker,Sneaker
5604,Pullover,Pullover
5605,Trouser,Trouser
5606,Pullover,Pullover
5607,Sneaker,Trouser
5608,Sneaker,Sneaker
5609,Coat,Ankle boot
5610,Bag,Trouser
5611,Shirt,Trouser
5612,Sneaker,Sneaker
5613,Sneaker,Sneaker
5614,Shirt,Pullover
5615,Bag,T-shirt/top
5616,Trouser,Sandal
5617,Dress,Dress
5618,Pullover,Pullover
5619,Dress,T-shirt/top
5620,Pullover,Sneaker
5621,Pullover,Coat
5622,Pullover,Sandal
5623,Pullover,Coat
5624,Sneaker,Sneaker
5625,Sandal,Trouser
5626,Bag,T-shirt/top
5627,Shirt,Pullover
5628,Dress,T-shirt/top
5629,T-shirt/top,T-shirt/top
5630,Ankle boot,Ankle boot
5631,T-shirt/top,T-shirt/top
5632,Ankle boot,Ankle boot
5633,Sneaker,Coat
5634,Shirt,T-shirt/top
5635,Ankle boot,Ankle boot
5636,Bag,Bag
5637,Bag,Coat
5638,Sandal,Trouser
5639,Shirt,Pullover
5640,Dress,Trouser
5641,Sandal,Coat
5642,Ankle boot,Ankle boot
5643,Dress,Coat
5644,T-shirt/top,Coat
5645,Bag,Coat
5646,Pullover,Bag
5647,Sandal,Bag
5648,T-shirt/top,T-shirt/top
5649,Sandal,Sandal
5650,T-shirt/top,T-shirt/top
5651,Dress,T-shirt/top
5652,Sneaker,Sneaker
5653,Pullover,Pullover
5654,Ankle boot,Ankle boot
5655,Ankle boot,Sandal
5656,Dress,Pullover
5657,Shirt,Coat
5658,Trouser,Trouser
5659,Sandal,Sandal
5660,Ankle boot,Ankle boot
5661,Coat,Bag
5662,Pullover,Coat
5663,Ankle boot,Ankle boot
5664,Dress,Coat
5665,Coat,Pullover
5666,Sneaker,Sneaker
5667,Shirt,Pullover
5668,Sneaker,Ankle boot
5669,Shirt,Trouser
5670,Dress,Dress
5671,Trouser,Trouser
5672,Shirt,Bag
5673,Sandal,Ankle boot
5674,T-shirt/top,Sandal
5675,Pullover,Pullover
5676,Pullover,Pullover
5677,Dress,Trouser
5678,Bag,Coat
5679,Trouser,Sandal
5680,Sneaker,Trouser
5681,Sneaker,Dress
5682,Ankle boot,Ankle boot
5683,Dress,Bag
5684,Coat,Sandal
5685,Bag,Bag
5686,Sandal,Sandal
5687,Bag,Bag
5688,Trouser,Trouser
5689,Pullover,Bag
5690,Dress,Sandal
5691,Trouser,Dress
5692,Pullover,Pullover
5693,Sneaker,Sneaker
5694,T-shirt/top,T-shirt/top
5695,Dress,Pullover
5696,Sandal,Bag
5697,Sandal,Coat
5698,Sandal,Sandal
5699,Trouser,Trouser
5700,Sneaker,Ankle boot
5701,Shirt,Pullover
5702,Pullover,Pullover
5703,Trouser,Trouser
5704,Ankle boot,Ankle boot
5705,Shirt,Coat
5706,Sandal,Sandal
5707,Ankle boot,Ankle boot
5708,Pullover,Ankle boot
5709,Sneaker,Sandal
5710,Bag,T-shirt/top
5711,Shirt,Dress
5712,Trouser,Trouser
5713,Ankle boot,Ankle boot
5714,Ankle boot,T-shirt/top
5715,Shirt,Coat
5716,Bag,Dress
5717,Pullover,Dress
5718,Sandal,Sandal
5719,Dress,T-shirt/top
5720,Bag,Bag
5721,Pullover,Pullover
5722,Shirt,Coat
5723,Ankle boot,Ankle boot
5724,Trouser,Sneaker
5725,Dress,Dress
5726,Sandal,Sneaker
5727,Coat,Coat
5728,Bag,Pullover
5729,Sandal,Sandal
5730,Coat,Pullover
5731,Bag,Coat
5732,Sneaker,Sneaker
5733,Coat,Bag
5734,Coat,Pullover
5735,T-shirt/top,Coat
5736,Dress,Sandal
5737,T-shirt/top,T-shirt/top
5738,Shirt,Sandal
5739,Sandal,Sandal
5740,Coat,Coat
5741,Sandal,Sandal
5742,Shirt,T-shirt/top
5743,Bag,Bag
5744,Sandal,Trouser
5745,Shirt,Sandal
5746,Sneaker,Ankle boot
5747,Sneaker,T-shirt/top
5748,Dress,Sandal
5749,T-shirt/top,T-shirt/top
5750,Ankle boot,Ankle boot
5751,Bag,Bag
5752,Sneaker,Sneaker
5753,T-shirt/top,T-shirt/top
5754,Sandal,Sandal
5755,T-shirt/top,T-shirt/top
5756,Bag,Coat
5757,Trouser,Trouser
5758,Coat,Coat
5759,Pullover,Sandal
5760,Sandal,Sandal
5761,Ankle boot,Ankle boot
5762,Coat,Pullover
5763,Pullover,Pullover
5764,Coat,T-shirt/top
5765,Sandal,Sandal
5766,Trouser,Trouser
5767,Coat,Bag
5768,Sandal,Trouser
5769,Trouser,Bag
5770,Coat,Coat
5771,Coat,Coat
5772,Coat,Pullover
5773,Trouser,Trouser
5774,Sandal,Sandal
5775,Shirt,Dress
5776,Shirt,T-shirt/top
5777,Ankle boot,Ankle boot
5778,Pullover,Coat
5779,Dress,Trouser
5780,Ankle boot,Bag
5781,Ankle boot,Ankle boot
5782,T-shirt/top,Sandal
5783,Ankle boot,Ankle boot
5784,Bag,Bag
5785,Sneaker,Sneaker
5786,Bag,Ankle boot
5787,Trouser,Dress
5788,Ankle boot,Ankle boot
5789,Ankle boot,Ankle boot
5790,Coat,Coat
5791,Trouser,Trouser
5792,Coat,Pullover
5793,Bag,Dress
5794,Dress,Sneaker
5795,T-shirt/top,Pullover
5796,Dress,Trouser
5797,Bag,Bag
5798,Dress,Pullover
5799,Coat,Pullover
5800,Pullover,Coat
5801,Sneaker,Dress
5802,Bag,Sneaker
5803,Bag,Bag
5804,Sneaker,Sneaker
5805,Ankle boot,Sandal
5806,Bag,Bag
5807,Bag,Bag
5808,Dress,Dress
5809,T-shirt/top,T-shirt/top
5810,Coat,Coat
5811,Ankle boot,Ankle boot
5812,Sneaker,Ankle boot
5813,Bag,Dress
5814,Trouser,Trouser
5815,Shirt,Coat
5816,Coat,Coat
5817,Shirt,Bag
5818,Sandal,Sandal
5819,Dress,Dress
5820,Sneaker,Ankle boot
5821,Trouser,Pullover
5822,Sandal,Trouser
5823,Pullover,Coat
5824,Trouser,Trouser
5825,Dress,Dress
5826,Pullover,Bag
5827,Shirt,T-shirt/top
5828,Ankle boot,Dress
5829,Trouser,Sneaker
5830,Dress,Trouser
5831,T-shirt/top,T-shirt/top
5832,Shirt,Coat
5833,Bag,Trouser
5834,Sandal,Sandal
5835,T-shirt/top,Sneaker
5836,T-shirt/top,T-shirt/top
5837,Shirt,Coat
5838,Sneaker,T-shirt/top
5839,Bag,Sandal
5840,Coat,Pullover
5841,Dress,Pullover
5842,Sneaker,Sneaker
5843,T-shirt/top,Sandal
5844,Sandal,Trouser
5845,Dress,Bag
5846,T-shirt/top,Sandal
5847,Sandal,Sandal
5848,Pullover,Pullover
5849,Pullover,Pullover
5850,Ankle boot,Ankle boot
5851,Sandal,Sneaker
5852,Sandal,Sandal
5853,Coat,Coat
5854,Sandal,Sandal
5855,Sandal,Bag
5856,Coat,Coat
5857,Sandal,Sneaker
5858,Shirt,Coat
5859,Dress,Ankle boot
5860,Trouser,Trouser
5861,Shirt,Dress
5862,Pullover,Pullover
5863,Sandal,Sandal
5864,Pullover,Pullover
5865,Shirt,Sandal
5866,T-shirt/top,Bag
5867,T-shirt/top,T-shirt/top
5868,Dress,Dress
5869,Dress,Dress
5870,Pullover,Coat
5871,Bag,Dress
5872,Shirt,T-shirt/top
5873,Sandal,Trouser
5874,Bag,Ankle boot
5875,T-shirt/top,T-shirt/top
5876,Bag,Bag
5877,Bag,Bag
5878,Sneaker,Ankle boot
5879,Ankle boot,Sandal
5880,Dress,Dress
5881,Dress,Trouser
5882,Sandal,Sandal
5883,Ankle boot,Shirt
5884,Sneaker,Dress
5885,Pullover,Ankle boot
5886,Ankle boot,Ankle boot
5887,Ankle boot,Ankle boot
5888,Ankle boot,Ankle boot
5889,Coat,Coat
5890,Dress,Pullover
5891,Dress,Pullover
5892,Sandal,Trouser
5893,Pullover,Pullover
5894,Bag,Bag
5895,Shirt,Coat
5896,Bag,Pullover
5897,Sneaker,Sneaker
5898,Shirt,T-shirt/top
5899,Coat,Sandal
5900,Shirt,Sneaker
5901,Trouser,Trouser
5902,Sandal,Pullover
5903,Bag,Bag
5904,Coat,Pullover
5905,Dress,T-shirt/top
5906,Dress,Dress
5907,T-shirt/top,T-shirt/top
5908,Sneaker,Coat
5909,Shirt,T-shirt/top
5910,Dress,Bag
5911,Pullover,Bag
5912,Dress,Dress
5913,Sneaker,Sneaker
5914,Dress,Dress
5915,Bag,Bag
5916,Shirt,Sandal
5917,Shirt,Pullover
5918,Shirt,Coat
5919,Shirt,Coat
5920,Shirt,Pullover
5921,Coat,Coat
5922,Dress,Ankle boot
5923,Ankle boot,Ankle boot
5924,Sneaker,Sneaker
5925,Sandal,Bag
5926,Dress,Dress
5927,Shirt,Bag
5928,Ankle boot,Ankle boot
5929,Ankle boot,Sandal
5930,Coat,Coat
5931,Ankle boot,Ankle boot
5932,Pullover,Pullover
5933,Dress,T-shirt/top
5934,Sandal,Trouser
5935,Bag,Bag
5936,Shirt,Pullover
5937,Trouser,Dress
5938,T-shirt/top,T-shirt/top
5939,Pullover,Coat
5940,Ankle boot,Ankle boot
5941,Pullover,Sneaker
5942,Bag,T-shirt/top
5943,Bag,Bag
5944,Pullover,Sandal
5945,Bag,Ankle boot
5946,T-shirt/top,T-shirt/top
5947,Trouser,Trouser
5948,Ankle boot,Ankle boot
5949,Shirt,Ankle boot
5950,Sandal,Sandal
5951,Dress,Bag
5952,Dress,Pullover
5953,Bag,Bag
5954,Dress,Sandal
5955,Pullover,Coat
5956,Coat,Sandal
5957,Bag,Bag
5958,Ankle boot,Ankle boot
5959,Coat,Sneaker
5960,T-shirt/top,Dress
5961,T-shirt/top,T-shirt/top
5962,Pullover,Coat
5963,Dress,Sneaker
5964,Dress,Pullover
5965,Coat,Pullover
5966,Coat,Coat
5967,Sneaker,Sneaker
5968,Trouser,Coat
5969,Trouser,Sandal
5970,Dress,Dress
5971,Sandal,Sandal
5972,Dress,Pullover
5973,Dress,Bag
5974,Sandal,T-shirt/top
5975,Shirt,Shirt
5976,Sandal,Sneaker
5977,Sneaker,Ankle boot
5978,Pullover,Sandal
5979,Bag,Pullover
5980,Bag,Sandal
5981,Sandal,Sandal
5982,Shirt,Trouser
5983,Trouser,Trouser
5984,T-shirt/top,T-shirt/top
5985,Bag,Bag
5986,Sneaker,Sneaker
5987,Pullover,Pullover
5988,T-shirt/top,T-shirt/top
5989,Bag,T-shirt/top
5990,Coat,Coat
5991,Sandal,Sandal
5992,Sandal,Sandal
5993,Shirt,Pullover
5994,Pullover,Trouser
5995,Sandal,Bag
5996,Coat,Sandal
5997,Ankle boot,Ankle boot
5998,T-shirt/top,Sandal
5999,Sandal,Sandal
6000,Pullover,T-shirt/top
6001,Sneaker,Trouser
6002,Ankle boot,Sneaker
6003,Ankle boot,Ankle boot
6004,Pullover,Coat
6005,Dress,Pullover
6006,Sneaker,Dress
6007,Shirt,Pullover
6008,Sandal,Ankle boot
6009,Sneaker,Sneaker
6010,Sandal,Sandal
6011,Bag,Bag
6012,Bag,Sandal
6013,Coat,Pullover
6014,Shirt,T-shirt/top
6015,Coat,Coat
6016,Ankle boot,Sneaker
6017,Trouser,Trouser
6018,Trouser,Trouser
6019,Bag,Trouser
6020,Shirt,Sandal
6021,Shirt,Coat
6022,Dress,Sandal
6023,Dress,Sandal
6024,T-shirt/top,Dress
6025,Pullover,Coat
6026,Dress,T-shirt/top
6027,Dress,T-shirt/top
6028,Coat,Pullover
6029,Pullover,Coat
6030,T-shirt/top,T-shirt/top
6031,Pullover,Pullover
6032,Ankle boot,T-shirt/top
6033,Bag,Sandal
6034,Sandal,Sandal
6035,Coat,Bag
6036,Sneaker,Sneaker
6037,Pullover,Dress
6038,Trouser,Trouser
6039,Ankle boot,Ankle boot
6040,Sneaker,Ankle boot
6041,T-shirt/top,Bag
6042,Sandal,Sandal
6043,Pullover,Coat
6044,Sandal,Sneaker
6045,Pullover,Pullover
6046,T-shirt/top,T-shirt/top
6047,T-shirt/top,Bag
6048,T-shirt/top,T-shirt/top
6049,Sneaker,Trouser
6050,Shirt,T-shirt/top
6051,Coat,Bag
6052,Bag,Trouser
6053,Dress,Bag
6054,Dress,Trouser
6055,Bag,Dress
6056,Dress,Trouser
6057,Pullover,Coat
6058,T-shirt/top,T-shirt/top
6059,Pullover,Coat
6060,Bag,Coat
6061,Pullover,Coat
6062,Shirt,Dress
6063,Pullover,Trouser
6064,Pullover,Coat
6065,T-shirt/top,Bag
6066,Pullover,Pullover
6067,Sandal,Sandal
6068,Bag,Bag
6069,Bag,Bag
6070,Dress,Trouser
6071,Shirt,Sandal
6072,Bag,Bag
6073,Sandal,Dress
6074,T-shirt/top,T-shirt/top
6075,T-shirt/top,T-shirt/top
6076,Coat,Shirt
6077,T-shirt/top,T-shirt/top
6078,Sneaker,Sneaker
6079,Ankle boot,Ankle boot
6080,T-shirt/top,T-shirt/top
6081,Pullover,Sandal
6082,T-shirt/top,Trouser
6083,Pullover,Coat
6084,Trouser,Trouser
6085,Shirt,Sandal
6086,Coat,Coat
6087,Sneaker,Sneaker
6088,Pullover,Pullover
6089,Sneaker,Sneaker
6090,Pullover,Bag
6091,Pullover,Sneaker
6092,Ankle boot,Ankle boot
6093,T-shirt/top,T-shirt/top
6094,Ankle boot,Sandal
6095,Coat,Coat
6096,Shirt,Coat
6097,Sandal,Sandal
6098,Pullover,Bag
6099,T-shirt/top,T-shirt/top
6100,Pullover,Coat
6101,Coat,Pullover
6102,Pullover,Coat
6103,Dress,T-shirt/top
6104,Dress,Sneaker
6105,T-shirt/top,T-shirt/top
6106,Sneaker,Sneaker
6107,T-shirt/top,T-shirt/top
6108,Sneaker,Trouser
6109,Bag,Bag
6110,T-shirt/top,Bag
6111,Pullover,Pullover
6112,Sneaker,Sneaker
6113,Sandal,Bag
6114,T-shirt/top,Pullover
6115,Coat,Coat
6116,Pullover,Pullover
6117,Dress,Bag
6118,Coat,Coat
6119,Pullover,Pullover
6120,Ankle boot,Ankle boot
6121,Sneaker,Sneaker
6122,Shirt,Dress
6123,Sandal,Trouser
6124,Trouser,Trouser
6125,Pullover,Pullover
6126,Ankle boot,Ankle boot
6127,Coat,Sandal
6128,Sandal,Trouser
6129,Bag,Coat
6130,Pullover,Pullover
6131,Dress,Ankle boot
6132,Ankle boot,Ankle boot
6133,Trouser,Dress
6134,Trouser,Trouser
6135,Dress,Sneaker
6136,T-shirt/top,Sneaker
6137,Dress,Dress
6138,Bag,Shirt
6139,Sneaker,Ankle boot
6140,Trouser,Trouser
6141,Sandal,Sneaker
6142,Sandal,Sandal
6143,Dress,T-shirt/top
6144,Dress,Trouser
6145,Sneaker,Sneaker
6146,Shirt,Pullover
6147,Pullover,Coat
6148,Dress,Dress
6149,Sandal,Sandal
6150,T-shirt/top,T-shirt/top
6151,Sneaker,Trouser
6152,Coat,Coat
6153,Sandal,Pullover
6154,Pullover,Coat
6155,Dress,Trouser
6156,Trouser,Trouser
6157,T-shirt/top,Sneaker
6158,Sneaker,Ankle boot
6159,Pullover,Pullover
6160,Coat,Sandal
6161,Dress,Coat
6162,Ankle boot,Ankle boot
6163,Trouser,Trouser
6164,Coat,Shirt
6165,Sneaker,Sneaker
6166,Sandal,Sandal
6167,Pullover,Ankle boot
6168,Pullover,Pullover
6169,Dress,Trouser
6170,T-shirt/top,Bag
6171,Shirt,Bag
6172,Bag,Bag
6173,Sandal,Trouser
6174,Dress,T-shirt/top
6175,Sandal,Sandal
6176,Dress,Sneaker
6177,Shirt,T-shirt/top
6178,Bag,Bag
6179,Sneaker,Sneaker
6180,Shirt,Bag
6181,Sneaker,Ankle boot
6182,Ankle boot,Dress
6183,Trouser,Trouser
6184,Bag,Bag
6185,Dress,Sandal
6186,Ankle boot,Ankle boot
6187,Pullover,Pullover
6188,Shirt,Trouser
6189,Dress,Sneaker
6190,Shirt,Coat
6191,Sandal,Sandal
6192,Coat,Shirt
6193,Pullover,Pullover
6194,Sandal,Sandal
6195,Trouser,Trouser
6196,Pullover,Sneaker
6197,Sneaker,Sneaker
6198,Trouser,Sneaker
6199,Sandal,Sneaker
6200,Trouser,Sandal
6201,Sandal,Dress
6202,Pullover,Coat
6203,Dress,Trouser
6204,Dress,Trouser
6205,Dress,Bag
6206,Sandal,Sandal
6207,T-shirt/top,T-shirt/top
6208,Pullover,Coat
6209,Sandal,Sneaker
6210,T-shirt/top,Ankle boot
6211,Pullover,Coat
6212,Trouser,Trouser
6213,Sandal,Sneaker
6214,Coat,Coat
6215,Dress,Pullover
6216,Dress,Trouser
6217,Pullover,Trouser
6218,Sandal,Trouser
6219,Sneaker,Trouser
6220,Pullover,Pullover
6221,Bag,Bag
6222,Sneaker,Sneaker
6223,Ankle boot,Ankle boot
6224,Trouser,Trouser
6225,Sandal,Shirt
6226,Shirt,Pullover
6227,Coat,Pullover
6228,Bag,Sandal
6229,Pullover,Pullover
6230,Dress,Dress
6231,Pullover,Trouser
6232,Sneaker,Ankle boot
6233,Ankle boot,T-shirt/top
6234,Coat,Sandal
6235,Sandal,Sandal
6236,Bag,Bag
6237,Pullover,Trouser
6238,Trouser,Trouser
6239,Trouser,Trouser
6240,Ankle boot,Ankle boot
6241,Ankle boot,Ankle boot
6242,Shirt,T-shirt/top
6243,Coat,Dress
6244,Ankle boot,Ankle boot
6245,Bag,Bag
6246,Sandal,Sandal
6247,Dress,T-shirt/top
6248,Coat,Coat
6249,Ankle boot,Ankle boot
6250,Bag,Dress
6251,T-shirt/top,T-shirt/top
6252,Coat,Coat
6253,Coat,Coat
6254,Shirt,Bag
6255,Bag,Bag
6256,Coat,Trouser
6257,Shirt,Coat
6258,T-shirt/top,T-shirt/top
6259,Shirt,Sandal
6260,Sneaker,Sneaker
6261,Ankle boot,Ankle boot
6262,Shirt,Coat
6263,Dress,Bag
6264,Ankle boot,Ankle boot
6265,Shirt,Sandal
6266,Pullover,Dress
6267,Sneaker,Ankle boot
6268,Coat,Coat
6269,Shirt,T-shirt/top
6270,Sandal,Sandal
6271,Pullover,Pullover
6272,Bag,Bag
6273,Sneaker,Sneaker
6274,Sneaker,Ankle boot
6275,Shirt,Shirt
6276,Sandal,Sandal
6277,Pullover,Pullover
6278,Shirt,T-shirt/top
6279,Pullover,Pullover
6280,Ankle boot,Ankle boot
6281,Coat,Dress
6282,Pullover,Pullover
6283,Bag,Bag
6284,Pullover,Pullover
6285,Coat,Pullover
6286,T-shirt/top,T-shirt/top
6287,Bag,Bag
6288,Trouser,Trouser
6289,Ankle boot,Ankle boot
6290,Shirt,Pullover
6291,T-shirt/top,T-shirt/top
6292,Ankle boot,Sneaker
6293,Sneaker,Sneaker
6294,Bag,Bag
6295,Sandal,Trouser
6296,Dress,T-shirt/top
6297,Trouser,Trouser
6298,Coat,Sandal
6299,Pullover,Coat
6300,Pullover,Pullover
6301,Coat,Coat
6302,Sandal,Sandal
6303,T-shirt/top,Pullover
6304,Bag,Bag
6305,Ankle boot,T-shirt/top
6306,Bag,Sneaker
6307,Sneaker,Sneaker
6308,Shirt,Ankle boot
6309,Sandal,Sandal
6310,Sandal,Trouser
6311,Shirt,Coat
6312,Ankle boot,T-shirt/top
6313,T-shirt/top,Trouser
6314,Dress,Dress
6315,Bag,Bag
6316,Sneaker,Sneaker
6317,Sneaker,Sneaker
6318,T-shirt/top,T-shirt/top
6319,T-shirt/top,T-shirt/top
6320,Trouser,Trouser
6321,Shirt,Coat
6322,T-shirt/top,Dress
6323,Shirt,Bag
6324,Pullover,Coat
6325,Dress,Sneaker
6326,Sneaker,Coat
6327,Sneaker,T-shirt/top
6328,Ankle boot,Ankle boot
6329,Trouser,Trouser
6330,Coat,Coat
6331,Sandal,Sandal
6332,Sandal,Sandal
6333,Sandal,Sandal
6334,Coat,Pullover
6335,Ankle boot,Bag
6336,Shirt,T-shirt/top
6337,Trouser,Trouser
6338,Sneaker,Ankle boot
6339,Bag,Bag
6340,Sneaker,Sneaker
6341,Trouser,Trouser
6342,Pullover,Pullover
6343,Sneaker,Sneaker
6344,Dress,Pullover
6345,Coat,T-shirt/top
6346,Ankle boot,Ankle boot
6347,T-shirt/top,Sneaker
6348,Coat,Coat
6349,Shirt,Bag
6350,Sandal,Sandal
6351,Shirt,Coat
6352,Bag,Trouser
6353,Trouser,Trouser
6354,T-shirt/top,T-shirt/top
6355,Bag,Bag
6356,Pullover,Pullover
6357,Bag,Bag
6358,Pullover,Coat
6359,Sandal,Sandal
6360,Pullover,Sandal
6361,Pullover,Coat
6362,Sneaker,Ankle boot
6363,Bag,Coat
6364,Sandal,Sandal
6365,Dress,Coat
6366,Sandal,Sandal
6367,Dress,Dress
6368,Dress,Dress
6369,Coat,Coat
6370,Shirt,T-shirt/top
6371,Coat,Trouser
6372,Ankle boot,Ankle boot
6373,Dress,T-shirt/top
6374,Ankle boot,Ankle boot
6375,Dress,T-shirt/top
6376,Ankle boot,Ankle boot
6377,Trouser,Pullover
6378,T-shirt/top,Coat
6379,Shirt,Trouser
6380,Ankle boot,Ankle boot
6381,Sandal,Trouser
6382,Pullover,Trouser
6383,Coat,Coat
6384,Bag,Bag
6385,Sneaker,Dress
6386,Trouser,Trouser
6387,Dress,Trouser
6388,Sneaker,Ankle boot
6389,Bag,Bag
6390,Coat,Coat
6391,Coat,Trouser
6392,Trouser,Trouser
6393,Sneaker,Sneaker
6394,Sandal,Sandal
6395,Pullover,T-shirt/top
6396,Dress,Dress
6397,Dress,Dress
6398,Coat,Sandal
6399,Sandal,Bag
6400,Coat,Coat
6401,Shirt,Coat
6402,Sandal,Sandal
6403,T-shirt/top,T-shirt/top
6404,Sneaker,Sneaker
6405,Ankle boot,Ankle boot
6406,Pullover,Pullover
6407,Sneaker,Sneaker
6408,Sneaker,Dress
6409,Sneaker,Sneaker
6410,Pullover,Ankle boot
6411,Bag,Bag
6412,Sandal,Sandal
6413,Ankle boot,Ankle boot
6414,Dress,Sneaker
6415,Bag,Sneaker
6416,Ankle boot,Ankle boot
6417,Bag,Bag
6418,Ankle boot,Ankle boot
6419,Sandal,Trouser
6420,Shirt,Trouser
6421,Pullover,Coat
6422,Dress,Sneaker
6423,Shirt,Bag
6424,Sneaker,T-shirt/top
6425,Coat,Coat
6426,Shirt,Coat
6427,Sneaker,Ankle boot
6428,Trouser,Trouser
6429,Coat,Coat
6430,Trouser,Dress
6431,Sandal,Sandal
6432,Trouser,Trouser
6433,Sandal,Ankle boot
6434,Bag,Pullover
6435,Ankle boot,Bag
6436,Shirt,Coat
6437,Bag,Pullover
6438,Bag,T-shirt/top
6439,Dress,Dress
6440,Pullover,Coat
6441,Shirt,Dress
6442,Shirt,Pullover
6443,Shirt,Ankle boot
6444,Coat,Pullover
6445,Shirt,T-shirt/top
6446,Shirt,T-shirt/top
6447,Shirt,Bag
6448,Coat,Pullover
6449,Bag,Bag
6450,Bag,Bag
6451,Pullover,Coat
6452,Ankle boot,Ankle boot
6453,Pullover,Trouser
6454,Bag,Bag
6455,Ankle boot,T-shirt/top
6456,Sneaker,Sneaker
6457,Pullover,Coat
6458,Ankle boot,Ankle boot
6459,Shirt,Coat
6460,Dress,Dress
6461,Sandal,Bag
6462,T-shirt/top,T-shirt/top
6463,Dress,Dress
6464,Shirt,Pullover
6465,Dress,Coat
6466,Shirt,T-shirt/top
6467,Trouser,Trouser
6468,Pullover,Pullover
6469,Sandal,Trouser
6470,Pullover,T-shirt/top
6471,Sneaker,Ankle boot
6472,Coat,Shirt
6473,Shirt,T-shirt/top
6474,Sneaker,Bag
6475,Sneaker,Dress
6476,Sandal,Bag
6477,Trouser,Dress
6478,Sneaker,Sneaker
6479,Sandal,Sandal
6480,Coat,Coat
6481,Pullover,Bag
6482,Pullover,Trouser
6483,Bag,Bag
6484,Bag,Bag
6485,Sandal,Sandal
6486,Trouser,Trouser
6487,T-shirt/top,Dress
6488,T-shirt/top,T-shirt/top
6489,Dress,Dress
6490,Pullover,Sandal
6491,Trouser,Trouser
6492,Dress,Dress
6493,Bag,Bag
6494,Trouser,Trouser
6495,Dress,T-shirt/top
6496,Pullover,Dress
6497,Dress,Sandal
6498,Ankle boot,Ankle boot
6499,Sandal,Sandal
6500,Bag,Trouser
6501,Bag,Bag
6502,Pullover,Pullover
6503,Sneaker,Dress
6504,Ankle boot,T-shirt/top
6505,Sneaker,Sneaker
6506,Sandal,Ankle boot
6507,Shirt,Bag
6508,Pullover,Coat
6509,Pullover,Pullover
6510,Dress,Trouser
6511,Trouser,Trouser
6512,Dress,Dress
6513,Shirt,Coat
6514,Pullover,Bag
6515,Trouser,Trouser
6516,Bag,Bag
6517,T-shirt/top,T-shirt/top
6518,Coat,Coat
6519,Ankle boot,Sandal
6520,Sneaker,Ankle boot
6521,Trouser,Trouser
6522,Shirt,Bag
6523,Shirt,Bag
6524,Sneaker,Sneaker
6525,Sandal,Sandal
6526,Bag,Sneaker
6527,Coat,Ankle boot
6528,Pullover,Coat
6529,Sneaker,Sneaker
6530,Shirt,T-shirt/top
6531,T-shirt/top,T-shirt/top
6532,Dress,T-shirt/top
6533,Pullover,Trouser
6534,Ankle boot,Ankle boot
6535,Trouser,Trouser
6536,Pullover,Bag
6537,Dress,Trouser
6538,Sneaker,Ankle boot
6539,Ankle boot,Ankle boot
6540,Ankle boot,Sneaker
6541,Pullover,Bag
6542,Coat,Trouser
6543,Sneaker,Ankle boot
6544,Coat,Coat
6545,Shirt,T-shirt/top
6546,Bag,Sandal
6547,Ankle boot,T-shirt/top
6548,Sandal,Trouser
6549,T-shirt/top,Coat
6550,Coat,Bag
6551,Sneaker,Sneaker
6552,Pullover,Coat
6553,Ankle boot,Ankle boot
6554,Sandal,Ankle boot
6555,Sandal,Sandal
6556,T-shirt/top,T-shirt/top
6557,Shirt,T-shirt/top
6558,Dress,Dress
6559,Dress,Sneaker
6560,T-shirt/top,T-shirt/top
6561,Pullover,Coat
6562,Sneaker,Sneaker
6563,Shirt,Coat
6564,Bag,Bag
6565,Sandal,Sandal
6566,T-shirt/top,T-shirt/top
6567,Pullover,Trouser
6568,Pullover,Trouser
6569,Ankle boot,Ankle boot
6570,Coat,Bag
6571,T-shirt/top,Dress
6572,Ankle boot,Ankle boot
6573,T-shirt/top,Bag
6574,Shirt,Coat
6575,Ankle boot,Ankle boot
6576,Shirt,T-shirt/top
6577,Sandal,Ankle boot
6578,Shirt,Coat
6579,T-shirt/top,T-shirt/top
6580,Trouser,Trouser
6581,Dress,T-shirt/top
6582,Coat,Pullover
6583,Trouser,Trouser
6584,Bag,Bag
6585,Shirt,T-shirt/top
6586,Sandal,Sandal
6587,Sneaker,Sneaker
6588,Sneaker,Sneaker
6589,Coat,Dress
6590,Dress,Dress
6591,T-shirt/top,Coat
6592,Bag,Pullover
6593,Pullover,Pullover
6594,Coat,Sandal
6595,Trouser,Trouser
6596,Dress,Trouser
6597,Sneaker,Ankle boot
6598,Bag,Bag
6599,Bag,Bag
6600,T-shirt/top,T-shirt/top
6601,T-shirt/top,T-shirt/top
6602,Coat,Coat
6603,T-shirt/top,Sneaker
6604,T-shirt/top,T-shirt/top
6605,Pullover,Coat
6606,Dress,Dress
6607,Sneaker,Bag
6608,Coat,Sandal
6609,Sneaker,Sneaker
6610,T-shirt/top,Coat
6611,Ankle boot,Ankle boot
6612,Sandal,Ankle boot
6613,Sneaker,Sneaker
